gene,fst,log2fold
Mcavernosa32216,0.048543689,-0.091079737
Mcavernosa32226,0.126064704,-0.048041265
Mcavernosa32260,0.04,-0.507842371
Mcavernosa32277,0.035730677,0.44624768
Mcavernosa32284,0.038741959,-0.525744271
Mcavernosa32302,0.039473684,0.076191722
Mcavernosa32321,0,-0.06003087
Mcavernosa00071,0.459446954,3.241760176
Mcavernosa32341,0.036231884,-0.262339041
Mcavernosa32343,0.040540541,0.882944113
Mcavernosa32346,0,-0.418466371
Mcavernosa32356,0.034981516,0.421326202
Mcavernosa32359,0,-0.035206913
Mcavernosa32360,0.042253521,0.300722155
Mcavernosa32367,0.10897705,0.213897145
Mcavernosa32383,0.080860215,0.345772399
Mcavernosa20648,0.459495688,2.170441998
Mcavernosa32394,0.041666667,-0.824887546
Mcavernosa25053,0.459988735,-2.112484965
Mcavernosa32402,0.045454545,0.28843326
Mcavernosa32403,0.043478261,0.013544126
Mcavernosa32406,0.044675193,0.332852865
Mcavernosa32407,0,-0.137364116
Mcavernosa32412,0.083951375,0.339243575
Mcavernosa13395,0.461498011,2.014928952
Mcavernosa32422,0.035914703,-0.074360473
Mcavernosa09662,0.470276425,-2.534075389
Mcavernosa32443,0.112405445,0.364105389
Mcavernosa32455,0.045454545,0.043466661
Mcavernosa25260,0.478843496,3.013002873
Mcavernosa28415,0.478876287,2.393279747
Mcavernosa32476,0.035772738,-0.460682861
Mcavernosa32478,0.038281096,-0.194508249
Mcavernosa32479,0.045454545,0.084639777
Mcavernosa32486,0.046126331,-0.498268418
Mcavernosa32488,0.049773756,1.108644298
Mcavernosa32498,0.037017303,0.665861493
Mcavernosa32504,0,1.069985618
Mcavernosa32505,0.041666667,-1.070159847
Mcavernosa32507,0.037149228,-0.497204815
Mcavernosa32584,0,0.293742192
Mcavernosa32628,0.004879248,0.263575373
Mcavernosa32644,0.044776119,0.151288706
Mcavernosa32719,0.047619048,0.029736918
Mcavernosa32770,0.038614566,-0.041516539
Mcavernosa32821,0,0.669287434
Mcavernosa32885,0.046988757,0.544803414
Mcavernosa32942,0.047619048,-0.099736098
Mcavernosa33024,0.075970111,0.714741619
Mcavernosa33082,0.042857143,-0.099184229
Mcavernosa33227,0.046242775,-0.605352292
Mcavernosa33243,0.043010753,-0.413994819
Mcavernosa33320,0.035730677,-0.4057907
Mcavernosa33464,0,0.053098896
Mcavernosa33465,0.042553191,0.651662452
Mcavernosa33487,0,-0.747449786
Mcavernosa33506,0.035714286,0.20007046
Mcavernosa33577,0,0.428889806
Mcavernosa33632,0,-0.098909111
Mcavernosa33640,0.038782125,-0.402413198
Mcavernosa33690,0,0.429872615
Mcavernosa33742,0.069215747,-0.389648819
Mcavernosa33816,0,-0.376680053
Mcavernosa33817,0.066106927,0.519352138
Mcavernosa33845,0.033012799,0.595721618
Mcavernosa33915,0,0.216418363
Mcavernosa33924,0.038242024,0.430729496
Mcavernosa34023,0.039215686,0.167032257
Mcavernosa29857,0.479388848,3.238128916
Mcavernosa34113,0,-0.091711424
Mcavernosa34170,0.043715847,0.111587412
Mcavernosa34228,0.03125,-0.555711122
Mcavernosa34243,0.110049112,0.286819749
Mcavernosa34254,0.035583464,-0.190826563
Mcavernosa34339,0.03494786,1.160581411
Mcavernosa34431,0,0.435234875
Mcavernosa34443,0,-0.338425788
Mcavernosa34447,0.03125,0.172926083
Mcavernosa34504,0.046139264,0.80930248
Mcavernosa34525,0.033905768,0.277319715
Mcavernosa34528,0.040826814,0.663568024
Mcavernosa34542,0.045454545,1.098587498
Mcavernosa34544,0,-0.116210809
Mcavernosa34548,0.053691275,-0.101371795
Mcavernosa34580,0,-0.330710701
Mcavernosa34585,0,-1.047599648
Mcavernosa34622,0.053412496,-0.256671
Mcavernosa34634,0.045454545,0.200138423
Mcavernosa34643,0.097973336,0.124604661
Mcavernosa03478,0.479499426,2.774471732
Mcavernosa34716,0.038202247,-0.142084485
Mcavernosa34722,0.117439556,0.823992644
Mcavernosa02155,0.489867756,-3.452945345
Mcavernosa03980,0.495954016,-2.715751924
Mcavernosa34737,0.117996089,0.28650323
Mcavernosa34760,0.038709677,0.362230089
Mcavernosa34781,0.039473684,-0.020715801
Mcavernosa08338,0.496279037,-2.729147488
Mcavernosa34843,0,-0.807136752
Mcavernosa34942,0.094526395,-0.174745668
Mcavernosa34962,0,0.622189193
Mcavernosa34966,0.050997783,0.373975138
Mcavernosa35006,0.101144966,-0.565671517
Mcavernosa35017,0.036048329,-0.165937124
Mcavernosa35047,0.039370079,-0.829278943
Mcavernosa35076,0.049107143,-0.022710448
Mcavernosa35077,0,0.333157263
Mcavernosa06442,0.499947733,-2.162884618
Mcavernosa35199,0.033569354,-0.160186131
